person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,emp_length_clean,int_rate_clean,lti_ratio,default_history_flag,risk_tier
21,25200,RENT,2.0,EDUCATION,A,6000,7.49,0,0.24,False,3,2.0,7.49,0.238,0,Tier 2: Medium Risk (Standard)
22,50004,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6250,,0,0.12,False,4,4.0,7.33,0.125,0,Tier 1: Low Risk (Prime)
22,35000,RENT,2.0,MEDICAL,A,6000,7.49,0,0.17,False,2,2.0,7.49,0.171,0,Tier 2: Medium Risk (Standard)
26,26400,RENT,0.0,EDUCATION,A,4000,7.9,0,0.15,False,2,0.0,7.9,0.152,0,Tier 2: Medium Risk (Standard)
23,51000,MORTGAGE,2.0,PERSONAL,A,8000,7.49,0,0.16,False,3,2.0,7.49,0.157,0,Tier 2: Medium Risk (Standard)
26,56000,RENT,4.0,MEDICAL,A,5600,8.59,0,0.1,False,4,4.0,8.59,0.1,0,Tier 1: Low Risk (Prime)
26,99100,RENT,2.0,PERSONAL,A,7000,7.49,0,0.07,False,3,2.0,7.49,0.071,0,Tier 1: Low Risk (Prime)
24,120000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,16000,9.63,0,0.13,False,2,0.0,9.63,0.133,0,Tier 1: Low Risk (Prime)
22,20000,RENT,2.0,EDUCATION,A,10000,7.49,1,0.5,False,4,2.0,7.49,0.5,0,Tier 3: High Risk (Subprime)
33,54000,MORTGAGE,8.0,MEDICAL,A,3800,8.9,0,0.07,False,7,8.0,8.9,0.07,0,Tier 1: Low Risk (Prime)
25,36000,RENT,2.0,MEDICAL,A,10000,7.49,0,0.28,False,4,2.0,7.49,0.278,0,Tier 2: Medium Risk (Standard)
28,20000,RENT,2.0,MEDICAL,A,4800,,0,0.24,False,8,2.0,7.33,0.24,0,Tier 2: Medium Risk (Standard)
24,44000,RENT,2.0,PERSONAL,A,10000,7.49,0,0.23,False,2,2.0,7.49,0.227,0,Tier 2: Medium Risk (Standard)
36,55000,RENT,8.0,VENTURE,A,7500,8.9,0,0.14,False,13,8.0,8.9,0.136,0,Tier 1: Low Risk (Prime)
26,90000,RENT,2.0,PERSONAL,A,10000,7.49,0,0.11,False,4,2.0,7.49,0.111,0,Tier 1: Low Risk (Prime)
27,86000,RENT,4.0,EDUCATION,A,12000,7.51,0,0.14,False,8,4.0,7.51,0.14,0,Tier 1: Low Risk (Prime)
24,91228,MORTGAGE,2.0,MEDICAL,A,12000,7.49,0,0.13,False,3,2.0,7.49,0.132,0,Tier 1: Low Risk (Prime)
33,44136,MORTGAGE,2.0,EDUCATION,A,5000,,0,0.11,False,8,2.0,7.33,0.113,0,Tier 1: Low Risk (Prime)
23,113000,MORTGAGE,2.0,VENTURE,A,22400,7.49,0,0.2,False,2,2.0,7.49,0.198,0,Tier 2: Medium Risk (Standard)
24,76000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,6000,8.9,0,0.08,False,3,8.0,8.9,0.079,0,Tier 1: Low Risk (Prime)
22,127500,MORTGAGE,2.0,MEDICAL,A,15000,7.49,0,0.12,False,4,2.0,7.49,0.118,0,Tier 1: Low Risk (Prime)
32,46000,RENT,4.0,MEDICAL,A,9000,7.51,0,0.2,False,5,4.0,7.51,0.196,0,Tier 2: Medium Risk (Standard)
24,30000,RENT,2.0,VENTURE,A,3000,7.49,0,0.1,False,3,2.0,7.49,0.1,0,Tier 1: Low Risk (Prime)
24,50740,RENT,0.0,MEDICAL,A,6000,9.63,0,0.12,False,3,0.0,9.63,0.118,0,Tier 1: Low Risk (Prime)
23,36100,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.14,False,2,2.0,7.49,0.139,0,Tier 1: Low Risk (Prime)
24,64000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5200,7.9,0,0.08,False,3,5.0,7.9,0.081,0,Tier 1: Low Risk (Prime)
27,35000,OWN,2.0,EDUCATION,A,14000,7.49,0,0.4,False,8,2.0,7.49,0.4,0,Tier 2: Medium Risk (Standard)
30,24000,OWN,0.0,VENTURE,A,2500,7.29,0,0.1,False,6,0.0,7.29,0.104,0,Tier 1: Low Risk (Prime)
27,23400,RENT,2.0,PERSONAL,A,4000,7.49,0,0.17,False,6,2.0,7.49,0.171,0,Tier 2: Medium Risk (Standard)
42,45760,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9600,7.51,0,0.21,False,17,4.0,7.51,0.21,0,Tier 2: Medium Risk (Standard)
29,70000,RENT,2.0,VENTURE,A,6125,7.49,0,0.09,False,8,2.0,7.49,0.087,0,Tier 1: Low Risk (Prime)
22,28880,MORTGAGE,4.0,MEDICAL,A,2000,8.59,0,0.07,False,4,4.0,8.59,0.069,0,Tier 1: Low Risk (Prime)
30,60000,RENT,2.0,PERSONAL,A,10000,7.49,0,0.17,False,7,2.0,7.49,0.167,0,Tier 2: Medium Risk (Standard)
36,75000,RENT,12.0,MEDICAL,A,7000,6.92,0,0.09,False,17,12.0,6.92,0.093,0,Tier 1: Low Risk (Prime)
34,65000,RENT,2.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.18,False,7,2.0,7.49,0.185,0,Tier 2: Medium Risk (Standard)
24,53000,MORTGAGE,4.0,VENTURE,A,15000,,0,0.28,False,2,4.0,7.33,0.283,0,Tier 2: Medium Risk (Standard)
35,94000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,7.49,0,0.11,False,9,2.0,7.49,0.106,0,Tier 1: Low Risk (Prime)
28,52000,RENT,12.0,VENTURE,A,10000,6.92,0,0.19,False,8,12.0,6.92,0.192,0,Tier 2: Medium Risk (Standard)
29,8472,RENT,2.0,PERSONAL,A,3000,7.49,1,0.35,False,7,2.0,7.49,0.354,0,Tier 2: Medium Risk (Standard)
32,73000,RENT,4.0,DEBTCONSOLIDATION,A,10000,8.59,0,0.14,False,8,4.0,8.59,0.137,0,Tier 1: Low Risk (Prime)
38,34800,MORTGAGE,2.0,PERSONAL,A,6250,7.49,0,0.18,False,16,2.0,7.49,0.18,0,Tier 2: Medium Risk (Standard)
23,44000,RENT,4.0,DEBTCONSOLIDATION,A,3000,7.66,1,0.07,False,4,4.0,7.66,0.068,0,Tier 1: Low Risk (Prime)
41,42000,RENT,2.0,VENTURE,A,5000,7.49,0,0.12,False,15,2.0,7.49,0.119,0,Tier 1: Low Risk (Prime)
31,54000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,6000,7.14,0,0.11,False,5,12.0,7.14,0.111,0,Tier 1: Low Risk (Prime)
26,12000,OWN,2.0,EDUCATION,A,6100,7.51,1,0.51,False,3,2.0,7.51,0.508,0,Tier 3: High Risk (Subprime)
27,45000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,16750,8.94,0,0.37,False,7,8.0,8.94,0.372,0,Tier 2: Medium Risk (Standard)
25,120000,RENT,2.0,PERSONAL,A,15000,7.51,0,0.13,False,2,2.0,7.51,0.125,0,Tier 1: Low Risk (Prime)
25,80000,RENT,,DEBTCONSOLIDATION,A,8800,7.51,0,0.11,False,2,0.0,7.51,0.11,0,Tier 1: Low Risk (Prime)
22,15000,RENT,2.0,VENTURE,A,3000,7.51,1,0.2,False,4,2.0,7.51,0.2,0,Tier 2: Medium Risk (Standard)
34,56000,RENT,16.0,PERSONAL,A,5000,8.9,0,0.09,False,8,16.0,8.9,0.089,0,Tier 1: Low Risk (Prime)
25,31800,RENT,2.0,PERSONAL,A,3600,7.51,0,0.11,False,3,2.0,7.51,0.113,0,Tier 1: Low Risk (Prime)
37,39480,OWN,4.0,VENTURE,A,8000,8.49,0,0.2,False,13,4.0,8.49,0.203,0,Tier 2: Medium Risk (Standard)
22,26000,RENT,2.0,MEDICAL,A,3900,7.51,0,0.15,False,3,2.0,7.51,0.15,0,Tier 1: Low Risk (Prime)
32,42000,MORTGAGE,,PERSONAL,A,1225,5.79,0,0.03,False,10,0.0,5.79,0.029,0,Tier 1: Low Risk (Prime)
24,44208,MORTGAGE,2.0,VENTURE,A,7000,7.51,0,0.16,False,3,2.0,7.51,0.158,0,Tier 2: Medium Risk (Standard)
28,72000,RENT,0.0,MEDICAL,A,6000,7.88,0,0.08,False,10,0.0,7.88,0.083,0,Tier 1: Low Risk (Prime)
21,36500,RENT,2.0,VENTURE,A,5500,7.51,0,0.15,False,2,2.0,7.51,0.151,0,Tier 2: Medium Risk (Standard)
27,31000,RENT,4.0,DEBTCONSOLIDATION,A,8000,7.66,1,0.26,False,8,4.0,7.66,0.258,0,Tier 2: Medium Risk (Standard)
23,39996,RENT,2.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.15,False,3,2.0,7.51,0.15,0,Tier 1: Low Risk (Prime)
45,115000,MORTGAGE,8.0,VENTURE,A,8000,8.94,0,0.07,False,11,8.0,8.94,0.07,0,Tier 1: Low Risk (Prime)
26,22884,RENT,2.0,MEDICAL,A,7000,7.51,1,0.31,False,4,2.0,7.51,0.306,0,Tier 2: Medium Risk (Standard)
25,76000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,14000,7.66,0,0.18,False,3,4.0,7.66,0.184,0,Tier 2: Medium Risk (Standard)
26,51700,OWN,2.0,HOMEIMPROVEMENT,A,13200,7.51,0,0.26,False,4,2.0,7.51,0.255,0,Tier 2: Medium Risk (Standard)
38,32560,OWN,8.0,PERSONAL,A,6000,8.94,0,0.18,False,16,8.0,8.94,0.184,0,Tier 2: Medium Risk (Standard)
23,52780,MORTGAGE,2.0,PERSONAL,A,8000,7.51,0,0.15,False,2,2.0,7.51,0.152,0,Tier 2: Medium Risk (Standard)
44,57600,RENT,12.0,PERSONAL,A,7000,7.4,0,0.12,False,11,12.0,7.4,0.122,0,Tier 1: Low Risk (Prime)
21,45000,RENT,2.0,EDUCATION,A,7000,7.51,0,0.16,False,4,2.0,7.51,0.156,0,Tier 2: Medium Risk (Standard)
28,170000,MORTGAGE,0.0,EDUCATION,A,10000,,0,0.06,False,5,0.0,7.33,0.059,0,Tier 1: Low Risk (Prime)
22,45996,RENT,2.0,EDUCATION,A,8000,7.51,0,0.17,False,3,2.0,7.51,0.174,0,Tier 2: Medium Risk (Standard)
23,64500,MORTGAGE,4.0,EDUCATION,A,5000,,0,0.08,False,2,4.0,7.33,0.078,0,Tier 1: Low Risk (Prime)
24,56000,RENT,2.0,MEDICAL,A,8000,7.51,0,0.14,False,3,2.0,7.51,0.143,0,Tier 1: Low Risk (Prime)
35,144000,MORTGAGE,0.0,EDUCATION,A,35000,,0,0.24,False,9,0.0,7.33,0.243,0,Tier 2: Medium Risk (Standard)
21,62000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.1,False,2,2.0,7.51,0.097,0,Tier 1: Low Risk (Prime)
35,762000,OWN,8.0,MEDICAL,A,10000,8.94,0,0.01,False,8,8.0,8.94,0.013,0,Tier 1: Low Risk (Prime)
21,20000,RENT,2.0,MEDICAL,A,9000,7.51,1,0.45,False,4,2.0,7.51,0.45,0,Tier 3: High Risk (Subprime)
28,45000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,8000,7.49,0,0.18,False,8,12.0,7.49,0.178,0,Tier 2: Medium Risk (Standard)
23,33280,RENT,2.0,EDUCATION,A,10000,7.51,0,0.3,False,4,2.0,7.51,0.3,0,Tier 2: Medium Risk (Standard)
34,92500,RENT,4.0,DEBTCONSOLIDATION,A,13050,7.66,0,0.14,False,5,4.0,7.66,0.141,0,Tier 1: Low Risk (Prime)
23,85000,RENT,4.0,VENTURE,A,16000,6.03,0,0.19,False,3,4.0,6.03,0.188,0,Tier 2: Medium Risk (Standard)
33,110000,RENT,0.0,VENTURE,A,10000,9.32,0,0.09,False,6,0.0,9.32,0.091,0,Tier 1: Low Risk (Prime)
22,75000,MORTGAGE,2.0,MEDICAL,A,8150,7.51,0,0.11,False,4,2.0,7.51,0.109,0,Tier 1: Low Risk (Prime)
29,250000,MORTGAGE,12.0,VENTURE,A,8000,7.51,0,0.03,False,10,12.0,7.51,0.032,0,Tier 1: Low Risk (Prime)
23,76500,MORTGAGE,2.0,EDUCATION,A,4800,7.51,0,0.06,False,4,2.0,7.51,0.063,0,Tier 1: Low Risk (Prime)
26,102500,MORTGAGE,4.0,EDUCATION,A,11800,6.03,0,0.12,False,2,4.0,6.03,0.115,0,Tier 1: Low Risk (Prime)
26,40000,RENT,2.0,MEDICAL,A,12000,7.51,0,0.3,False,2,2.0,7.51,0.3,0,Tier 2: Medium Risk (Standard)
22,31000,RENT,4.0,PERSONAL,A,10000,,1,0.32,False,4,4.0,7.33,0.323,0,Tier 2: Medium Risk (Standard)
24,42996,RENT,2.0,MEDICAL,A,14000,7.51,1,0.33,False,2,2.0,7.51,0.326,0,Tier 2: Medium Risk (Standard)
22,31356,RENT,0.0,DEBTCONSOLIDATION,A,3000,7.68,0,0.1,False,4,0.0,7.68,0.096,0,Tier 1: Low Risk (Prime)
23,102000,MORTGAGE,2.0,PERSONAL,A,6000,7.51,0,0.06,False,2,2.0,7.51,0.059,0,Tier 1: Low Risk (Prime)
24,56000,MORTGAGE,5.0,VENTURE,A,13000,8.94,0,0.23,False,3,5.0,8.94,0.232,0,Tier 2: Medium Risk (Standard)
25,130000,MORTGAGE,2.0,VENTURE,A,12000,7.51,0,0.09,False,2,2.0,7.51,0.092,0,Tier 1: Low Risk (Prime)
23,32000,RENT,4.0,PERSONAL,A,10700,6.03,1,0.33,False,3,4.0,6.03,0.334,0,Tier 2: Medium Risk (Standard)
26,12000,OWN,2.0,HOMEIMPROVEMENT,A,6100,7.51,1,0.51,False,4,2.0,7.51,0.508,0,Tier 3: High Risk (Subprime)
38,95000,MORTGAGE,5.0,EDUCATION,A,4000,9.63,0,0.04,False,12,5.0,9.63,0.042,0,Tier 1: Low Risk (Prime)
21,62000,MORTGAGE,2.0,PERSONAL,A,6000,7.51,0,0.1,False,4,2.0,7.51,0.097,0,Tier 1: Low Risk (Prime)
26,24856,RENT,0.0,DEBTCONSOLIDATION,A,3000,9.32,0,0.12,False,4,0.0,9.32,0.121,0,Tier 1: Low Risk (Prime)
31,67000,RENT,2.0,VENTURE,A,3000,7.51,0,0.04,False,10,2.0,7.51,0.045,0,Tier 1: Low Risk (Prime)
23,32000,RENT,0.0,PERSONAL,A,4000,7.68,0,0.13,False,4,0.0,7.68,0.125,0,Tier 1: Low Risk (Prime)
32,47900,RENT,2.0,MEDICAL,A,11000,7.51,0,0.23,False,10,2.0,7.51,0.23,0,Tier 2: Medium Risk (Standard)
21,104000,MORTGAGE,5.0,PERSONAL,A,15000,9.63,0,0.14,False,4,5.0,9.63,0.144,0,Tier 1: Low Risk (Prime)
31,55000,RENT,2.0,EDUCATION,A,3600,7.51,0,0.07,False,7,2.0,7.51,0.065,0,Tier 1: Low Risk (Prime)
28,125000,MORTGAGE,12.0,PERSONAL,A,30000,7.51,0,0.24,False,5,12.0,7.51,0.24,0,Tier 2: Medium Risk (Standard)
33,43200,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5000,7.51,0,0.12,False,8,2.0,7.51,0.116,0,Tier 1: Low Risk (Prime)
28,55704,MORTGAGE,12.0,EDUCATION,A,8400,7.51,0,0.15,False,6,12.0,7.51,0.151,0,Tier 2: Medium Risk (Standard)
32,52800,MORTGAGE,2.0,HOMEIMPROVEMENT,A,24000,7.51,0,0.45,False,10,2.0,7.51,0.455,0,Tier 3: High Risk (Subprime)
30,46800,RENT,0.0,EDUCATION,A,7500,7.88,0,0.16,False,10,0.0,7.88,0.16,0,Tier 2: Medium Risk (Standard)
30,57000,MORTGAGE,2.0,VENTURE,A,6000,7.51,0,0.11,False,8,2.0,7.51,0.105,0,Tier 1: Low Risk (Prime)
37,35000,RENT,5.0,MEDICAL,A,4000,9.32,1,0.11,False,16,5.0,9.32,0.114,0,Tier 1: Low Risk (Prime)
27,63000,RENT,2.0,HOMEIMPROVEMENT,A,8000,7.51,0,0.13,False,6,2.0,7.51,0.127,0,Tier 1: Low Risk (Prime)
24,60000,RENT,0.0,EDUCATION,A,7000,9.32,0,0.12,False,3,0.0,9.32,0.117,0,Tier 1: Low Risk (Prime)
27,30000,RENT,2.0,EDUCATION,A,8600,7.51,0,0.29,False,8,2.0,7.51,0.287,0,Tier 2: Medium Risk (Standard)
23,55000,OTHER,5.0,VENTURE,A,4000,9.32,0,0.07,False,2,5.0,9.32,0.073,0,Tier 1: Low Risk (Prime)
35,72000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10750,7.51,0,0.15,False,9,2.0,7.51,0.149,0,Tier 1: Low Risk (Prime)
26,80000,RENT,4.0,EDUCATION,A,9600,,0,0.12,False,2,4.0,7.33,0.12,0,Tier 1: Low Risk (Prime)
33,82000,MORTGAGE,2.0,EDUCATION,A,6000,7.51,0,0.07,False,10,2.0,7.51,0.073,0,Tier 1: Low Risk (Prime)
35,762000,OWN,8.0,MEDICAL,A,10000,8.94,0,0.01,False,10,8.0,8.94,0.013,0,Tier 1: Low Risk (Prime)
32,95000,MORTGAGE,2.0,PERSONAL,A,5000,7.51,0,0.05,False,10,2.0,7.51,0.053,0,Tier 1: Low Risk (Prime)
27,60000,MORTGAGE,5.0,MEDICAL,A,6000,8.94,0,0.1,False,10,5.0,8.94,0.1,0,Tier 1: Low Risk (Prime)
34,105000,MORTGAGE,2.0,MEDICAL,A,10000,7.51,0,0.1,False,7,2.0,7.51,0.095,0,Tier 1: Low Risk (Prime)
23,168952,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12500,8.94,1,0.07,False,2,5.0,8.94,0.074,0,Tier 1: Low Risk (Prime)
29,60000,RENT,2.0,HOMEIMPROVEMENT,A,14000,7.51,0,0.23,False,5,2.0,7.51,0.233,0,Tier 2: Medium Risk (Standard)
28,42996,RENT,4.0,EDUCATION,A,3000,7.68,0,0.07,False,6,4.0,7.68,0.07,0,Tier 1: Low Risk (Prime)
33,82000,MORTGAGE,2.0,VENTURE,A,6000,7.51,0,0.07,False,6,2.0,7.51,0.073,0,Tier 1: Low Risk (Prime)
35,100000,RENT,0.0,MEDICAL,A,5000,7.74,0,0.05,False,7,0.0,7.74,0.05,0,Tier 1: Low Risk (Prime)
41,21600,RENT,2.0,MEDICAL,A,4000,7.51,0,0.19,False,14,2.0,7.51,0.185,0,Tier 2: Medium Risk (Standard)
21,25200,RENT,5.0,VENTURE,A,6000,8.94,0,0.24,False,3,5.0,8.94,0.238,0,Tier 2: Medium Risk (Standard)
43,45996,MORTGAGE,2.0,EDUCATION,A,6300,7.51,0,0.14,False,14,2.0,7.51,0.137,0,Tier 1: Low Risk (Prime)
21,50000,RENT,5.0,EDUCATION,A,4900,8.94,0,0.1,False,2,5.0,8.94,0.098,0,Tier 1: Low Risk (Prime)
44,55000,MORTGAGE,2.0,EDUCATION,A,5000,7.51,0,0.09,False,11,2.0,7.51,0.091,0,Tier 1: Low Risk (Prime)
52,85000,RENT,5.0,MEDICAL,A,1000,8.9,0,0.01,False,28,5.0,8.9,0.012,0,Tier 1: Low Risk (Prime)
37,61260,MORTGAGE,2.0,MEDICAL,A,6350,7.51,0,0.1,False,14,2.0,7.51,0.104,0,Tier 1: Low Risk (Prime)
29,14400,RENT,4.0,DEBTCONSOLIDATION,A,2200,5.99,0,0.15,False,10,4.0,5.99,0.153,0,Tier 2: Medium Risk (Standard)
42,68000,MORTGAGE,2.0,VENTURE,A,5000,7.51,0,0.07,False,17,2.0,7.51,0.074,0,Tier 1: Low Risk (Prime)
24,52000,RENT,4.0,DEBTCONSOLIDATION,A,3500,7.68,0,0.07,False,2,4.0,7.68,0.067,0,Tier 1: Low Risk (Prime)
36,70000,MORTGAGE,2.0,PERSONAL,A,11000,7.51,0,0.16,False,12,2.0,7.51,0.157,0,Tier 2: Medium Risk (Standard)
23,45000,RENT,4.0,EDUCATION,A,9000,5.99,0,0.2,False,3,4.0,5.99,0.2,0,Tier 2: Medium Risk (Standard)
55,50000,RENT,2.0,HOMEIMPROVEMENT,A,20000,7.51,1,0.4,False,30,2.0,7.51,0.4,0,Tier 2: Medium Risk (Standard)
34,78000,RENT,5.0,EDUCATION,A,18000,8.9,0,0.23,False,9,5.0,8.9,0.231,0,Tier 2: Medium Risk (Standard)
55,50000,RENT,2.0,DEBTCONSOLIDATION,A,20000,7.51,1,0.4,False,28,2.0,7.51,0.4,0,Tier 2: Medium Risk (Standard)
26,41000,RENT,4.0,EDUCATION,A,6750,5.99,0,0.16,False,3,4.0,5.99,0.165,0,Tier 2: Medium Risk (Standard)
24,30000,RENT,2.0,DEBTCONSOLIDATION,A,2000,7.66,0,0.07,False,3,2.0,7.66,0.067,0,Tier 1: Low Risk (Prime)
37,85000,RENT,5.0,HOMEIMPROVEMENT,A,35000,8.9,1,0.41,False,17,5.0,8.9,0.412,0,Tier 3: High Risk (Subprime)
26,121000,RENT,2.0,EDUCATION,A,2500,7.66,0,0.02,False,4,2.0,7.66,0.021,0,Tier 1: Low Risk (Prime)
38,84000,MORTGAGE,17.0,HOMEIMPROVEMENT,A,10800,,0,0.13,False,15,17.0,7.33,0.129,0,Tier 1: Low Risk (Prime)
22,42000,OWN,2.0,VENTURE,A,9000,7.66,0,0.21,False,2,2.0,7.66,0.214,0,Tier 2: Medium Risk (Standard)
24,52728,RENT,4.0,PERSONAL,A,5000,7.74,0,0.09,False,4,4.0,7.74,0.095,0,Tier 1: Low Risk (Prime)
23,66000,RENT,2.0,EDUCATION,A,7000,7.66,0,0.11,False,3,2.0,7.66,0.106,0,Tier 1: Low Risk (Prime)
26,40800,RENT,2.0,PERSONAL,A,12000,,0,0.29,False,2,2.0,7.33,0.294,0,Tier 2: Medium Risk (Standard)
22,63000,MORTGAGE,2.0,MEDICAL,A,12000,7.66,0,0.19,False,3,2.0,7.66,0.19,0,Tier 2: Medium Risk (Standard)
24,96000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5000,8.9,0,0.05,False,4,5.0,8.9,0.052,0,Tier 1: Low Risk (Prime)
22,53000,RENT,2.0,VENTURE,A,9600,7.66,0,0.18,False,4,2.0,7.66,0.181,0,Tier 2: Medium Risk (Standard)
22,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6400,7.29,0,0.13,False,4,0.0,7.29,0.128,0,Tier 1: Low Risk (Prime)
26,83600,MORTGAGE,2.0,HOMEIMPROVEMENT,A,13600,7.66,0,0.16,False,3,2.0,7.66,0.163,0,Tier 2: Medium Risk (Standard)
24,9600,RENT,5.0,PERSONAL,A,1000,8.49,1,0.1,False,4,5.0,8.49,0.104,0,Tier 1: Low Risk (Prime)
25,44000,RENT,2.0,VENTURE,A,2000,7.66,0,0.05,False,3,2.0,7.66,0.045,0,Tier 1: Low Risk (Prime)
33,45000,RENT,4.0,EDUCATION,A,12000,7.88,0,0.27,False,5,4.0,7.88,0.267,0,Tier 2: Medium Risk (Standard)
22,120000,MORTGAGE,2.0,EDUCATION,A,17400,7.66,0,0.14,False,2,2.0,7.66,0.145,0,Tier 1: Low Risk (Prime)
29,80400,MORTGAGE,13.0,MEDICAL,A,8000,7.14,0,0.1,False,7,13.0,7.14,0.1,0,Tier 1: Low Risk (Prime)
24,238000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,7.66,1,0.03,False,2,2.0,7.66,0.029,0,Tier 1: Low Risk (Prime)
29,40000,MORTGAGE,13.0,VENTURE,A,1400,5.99,0,0.04,False,9,13.0,5.99,0.035,0,Tier 1: Low Risk (Prime)
24,105000,RENT,2.0,HOMEIMPROVEMENT,A,13800,7.66,0,0.13,False,3,2.0,7.66,0.131,0,Tier 1: Low Risk (Prime)
23,216000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,21000,8.9,0,0.1,False,3,5.0,8.9,0.097,0,Tier 1: Low Risk (Prime)
27,30000,RENT,2.0,MEDICAL,A,6000,7.66,0,0.2,False,9,2.0,7.66,0.2,0,Tier 2: Medium Risk (Standard)
24,59000,RENT,5.0,MEDICAL,A,3500,8.9,0,0.06,False,3,5.0,8.9,0.059,0,Tier 1: Low Risk (Prime)
21,12000,RENT,5.0,EDUCATION,A,3000,8.9,1,0.25,False,4,5.0,8.9,0.25,0,Tier 2: Medium Risk (Standard)
35,42756,RENT,0.0,PERSONAL,A,3500,7.74,0,0.08,False,8,0.0,7.74,0.082,0,Tier 1: Low Risk (Prime)
31,64900,RENT,2.0,VENTURE,A,10000,7.66,0,0.15,False,9,2.0,7.66,0.154,0,Tier 2: Medium Risk (Standard)
31,62000,MORTGAGE,4.0,VENTURE,A,6550,5.79,0,0.11,False,5,4.0,5.79,0.106,0,Tier 1: Low Risk (Prime)
26,35880,RENT,2.0,VENTURE,A,5000,7.68,0,0.14,False,4,2.0,7.68,0.139,0,Tier 1: Low Risk (Prime)
33,180000,RENT,0.0,MEDICAL,A,7000,7.74,0,0.04,False,6,0.0,7.74,0.039,0,Tier 1: Low Risk (Prime)
24,38112,RENT,2.0,PERSONAL,A,6800,7.68,0,0.18,False,3,2.0,7.68,0.178,0,Tier 2: Medium Risk (Standard)
27,33000,RENT,4.0,MEDICAL,A,10625,6.62,1,0.32,False,5,4.0,6.62,0.322,0,Tier 2: Medium Risk (Standard)
30,175000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,7.68,0,0.03,False,7,2.0,7.68,0.034,0,Tier 1: Low Risk (Prime)
22,8000,RENT,0.0,VENTURE,A,5400,7.75,1,0.68,False,4,0.0,7.75,0.675,0,Tier 3: High Risk (Subprime)
31,75000,RENT,2.0,VENTURE,A,6000,7.68,0,0.08,False,10,2.0,7.68,0.08,0,Tier 1: Low Risk (Prime)
26,125000,MORTGAGE,4.0,MEDICAL,A,9600,5.79,0,0.08,False,2,4.0,5.79,0.077,0,Tier 1: Low Risk (Prime)
26,29000,RENT,2.0,MEDICAL,A,1000,7.74,0,0.03,False,4,2.0,7.74,0.034,0,Tier 1: Low Risk (Prime)
31,32500,MORTGAGE,4.0,MEDICAL,A,8975,6.62,0,0.28,False,10,4.0,6.62,0.276,0,Tier 2: Medium Risk (Standard)
26,44004,RENT,2.0,MEDICAL,A,4500,7.74,0,0.1,False,3,2.0,7.74,0.102,0,Tier 1: Low Risk (Prime)
27,15600,OWN,0.0,EDUCATION,A,6400,7.74,1,0.41,False,9,0.0,7.74,0.41,0,Tier 3: High Risk (Subprime)
22,67500,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.74,0,0.07,False,4,2.0,7.74,0.074,0,Tier 1: Low Risk (Prime)
31,72000,MORTGAGE,14.0,MEDICAL,A,7000,5.42,0,0.1,False,8,14.0,5.42,0.097,0,Tier 1: Low Risk (Prime)
23,95000,OWN,2.0,EDUCATION,A,10900,7.74,0,0.11,False,4,2.0,7.74,0.115,0,Tier 1: Low Risk (Prime)
23,50000,RENT,4.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.12,False,2,4.0,5.79,0.12,0,Tier 1: Low Risk (Prime)
22,63000,RENT,2.0,VENTURE,A,5000,7.74,0,0.08,False,4,2.0,7.74,0.079,0,Tier 1: Low Risk (Prime)
23,75000,OWN,5.0,VENTURE,A,7600,8.59,0,0.1,False,4,5.0,8.59,0.101,0,Tier 1: Low Risk (Prime)
33,56000,RENT,2.0,EDUCATION,A,10000,7.74,0,0.18,False,5,2.0,7.74,0.179,0,Tier 2: Medium Risk (Standard)
29,71000,OWN,13.0,MEDICAL,A,14000,7.14,0,0.2,False,5,13.0,7.14,0.197,0,Tier 2: Medium Risk (Standard)
40,64200,RENT,2.0,EDUCATION,A,3000,7.74,0,0.05,False,13,2.0,7.74,0.047,0,Tier 1: Low Risk (Prime)
